"Neighborhood","City","Neighborhood Latitude","Neighborhood Longitude","Venue","Venue Latitude","Venue Longitude","Venue Category"
"Frederiksberg","København","55.678016","12.5326186","KT Radio","55.67070713002107","12.533295278195784","Music Store"
"Frederiksberg","København","55.678016","12.5326186","Isbjørne Zoologiskhave","55.6730465422362","12.52249466291356","Exhibit"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Silencio","48.868998","2.343417","Nightclub"
"Bourse","Paris","48.8682792225","2.3428025468900002","Pizzeria Popolare","48.86825180781933","2.3433979817324877","Pizza Place"
"Bourse","Paris","48.8682792225","2.3428025468900002","L'Appartement Sézane","48.869591497765406","2.345033884048462","Boutique"
"Bourse","Paris","48.8682792225","2.3428025468900002","Devialet","48.868108406935534","2.343808047395095","Music Store"
"Bourse","Paris","48.8682792225","2.3428025468900002","Liza","48.86770870680778","2.3409232249196283","Lebanese Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Moderne","48.868856","2.342142","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","La Fabrique l'Éclair de Génie","48.86841155521063","2.3418601812390203","Cupcake Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","Saturne","48.86839381847245","2.3418254136955534","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Mori Venice Bar","48.86893962073049","2.3400677031594834","Italian Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Chez Georges","48.8663734268843","2.341311484002416","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","FCINQ","48.86847259390376","2.341913869068185","Office"
"Bourse","Paris","48.8682792225","2.3428025468900002","Galerie Vivienne","48.86673055550591","2.339799701984434","Historic Site"
"Bourse","Paris","48.8682792225","2.3428025468900002","Danico","48.86707072006055","2.339413647446296","Cocktail Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Point Zéro","48.86774395343557","2.3427508182477914","Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Préaumur","48.868698613993196","2.341814040704398","Bistro"
"Bourse","Paris","48.8682792225","2.3428025468900002","Les Athlètes","48.86951553880589","2.339537181794366","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Nom M'échappe","48.86812495879136","2.3416726483111714","Bistro"
"Bourse","Paris","48.8682792225","2.3428025468900002","Sakura","48.867605300353674","2.343784003923053","Japanese Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Blend Argout","48.865958165150715","2.343484093370061","Burger Joint"
"Bourse","Paris","48.8682792225","2.3428025468900002","Place de la Bourse","48.868703251266595","2.3417216866044663","Plaza"
"Bourse","Paris","48.8682792225","2.3428025468900002","Coinstot Vino","48.87064620587501","2.341688055061565","Wine Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Matamata","48.86619709465742","2.3441477663726817","Coffee Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","A. Noste","48.86912169955702","2.339137749319885","Tapas Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Neoness Bourse Opéra","48.86813327560624","2.341021075808298","Gym"
"Bourse","Paris","48.8682792225","2.3428025468900002","Sentier des Halles","48.86738242621467","2.345620158825648","Concert Hall"
"Bourse","Paris","48.8682792225","2.3428025468900002","Place des Victoires","48.865759373109775","2.341219220887502","Plaza"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Moulin de la Vierge","48.866266352273406","2.3412052469104543","Bakery"
"Bourse","Paris","48.8682792225","2.3428025468900002","Mabel","48.8675440546188","2.3461500391476022","Cocktail Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Daroco","48.86710809663393","2.3390828707574447","Italian Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Label Ferme","48.869229600374915","2.3430576618592562","Salad Place"
"Bourse","Paris","48.8682792225","2.3428025468900002","Lockwood","48.86772674428229","2.3469454610004647","Cocktail Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Sunday in SoHo","48.87035719388735","2.341364622116089","New American Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Un Jour à Peyrassol","48.86811","2.33953","Miscellaneous Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","Bubble Noodle","48.87032990950956","2.341688507939784","Asian Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Nose","48.866242","2.344885","Perfume Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","Mémère Paulette","48.86768580703908","2.343311111539606","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","D'jawa","48.869369196696525","2.3431992530822754","Indonesian Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Mûre","48.87027085347852","2.3422034266479526","Salad Place"
"Bourse","Paris","48.8682792225","2.3428025468900002","La Cevicheria","48.86619159489603","2.3454737663269043","Peruvian Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","La Brigout","48.866103363966744","2.3438439610248425","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Galibot","48.867643833098576","2.341928437186732","Ch'ti Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Passage des Panoramas","48.87099232463669","2.3416757583618164","Pedestrian Plaza"
"Bourse","Paris","48.8682792225","2.3428025468900002","Baan Lao Thaï","48.87028326010677","2.3419982745210834","Thai Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Hôtel des Grands Boulevards","48.870800399082455","2.3448864108663963","Hotel"
"Bourse","Paris","48.8682792225","2.3428025468900002","Legrand Filles et Fils","48.866260970474386","2.3395365694081507","Wine Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","Bambou","48.869294592790226","2.3450199735614046","Thai Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Passage 53","48.871132360793766","2.3417014154362894","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Hôtel Bachaumont","48.86617629790189","2.3449255329280247","Hotel"
"Bourse","Paris","48.8682792225","2.3428025468900002","Hoppy Corner","48.86772619731469","2.3473745971313704","Beer Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Léopold","48.86670707439425","2.34486984272983","Wine Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Papadoom Kitchen","48.870727","2.342664","Indian Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","L'Éclair de Génie","48.86792280421726","2.343880534172058","Dessert Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","Design & Nature","48.86619508266449","2.3423945903778076","Antique Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","Pollop","48.86649605309285","2.3429134599389445","Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Mr Zhao","48.86976608002102","2.34364401189557","Chinese Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Boneshaker Doughnuts","48.86785725724388","2.347340691499821","Donut Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","La Bourse et la Vie","48.867665972059605","2.3393794962465804","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","The Hoxton Paris","48.87020247870217","2.346738018634422","Hotel"
"Bourse","Paris","48.8682792225","2.3428025468900002","Chez Philibert","48.868918013407566","2.345776129753177","Salad Place"
"Bourse","Paris","48.8682792225","2.3428025468900002","Gyoza Bar","48.871265964545785","2.341729628546148","Japanese Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","La Grange","48.86824065175952","2.3418280874834743","Lounge"
"Bourse","Paris","48.8682792225","2.3428025468900002","Canard & Champagne","48.87136313755697","2.341702079509351","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Pouchkinette","48.866872459602476","2.347419708967209","Pastry Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","Filakia","48.86564638918743","2.3456186056137085","Souvlaki Shop"
"Bourse","Paris","48.8682792225","2.3428025468900002","Lemon","48.86804870285503","2.3475281207393395","Juice Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Mesturet","48.86891181531619","2.3384673412742822","Bistro"
"Bourse","Paris","48.8682792225","2.3428025468900002","Bistrot Vivienne","48.866184257258894","2.339500650540473","Bistro"
"Bourse","Paris","48.8682792225","2.3428025468900002","Café Père & Fils","48.866734272006035","2.3443088298508066","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","La Grosse Caisse","48.87020758322095","2.3426636719338405","Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Gavroche","48.870490163532374","2.340243320388465","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Gallopin","48.86886983036066","2.34189872014342","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","& Other Stories","48.8652293767804","2.3447490519036633","Women's Store"
"Bourse","Paris","48.8682792225","2.3428025468900002","Dionysos","48.86694192727211","2.347265677932837","Greek Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Max Linder Panorama","48.8714865267816","2.3447681286661526","Indie Movie Theater"
"Bourse","Paris","48.8682792225","2.3428025468900002","KUAI","48.86899","2.343995","Asian Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Les Fines Gueules","48.865171886388225","2.340644784271717","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Grand Colbert","48.866574395908316","2.338851949790864","Brasserie"
"Bourse","Paris","48.8682792225","2.3428025468900002","Sneakersnstuff","48.86758354290015","2.3459208293118095","Shoe Store"
"Bourse","Paris","48.8682792225","2.3428025468900002","Blün","48.8704771636465","2.3405277729034424","Creperie"
"Bourse","Paris","48.8682792225","2.3428025468900002","Frenchie to Go","48.86769308541349","2.347740232944488","Sandwich Place"
"Bourse","Paris","48.8682792225","2.3428025468900002","Accents","48.869924","2.340268","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Atsu Atsu","48.87012078204942","2.339293956756592","Japanese Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","La Boissonnière","48.869418597019404","2.3476892709732056","Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","La Crème de Paris","48.871721","2.34331","Creperie"
"Bourse","Paris","48.8682792225","2.3428025468900002","Frenchie","48.867813439035295","2.347941885781692","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Le Bougainville","48.86644337453098","2.3402561638368002","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Made.com","48.865759985961816","2.3421696239113734","Furniture / Home Store"
"Bourse","Paris","48.8682792225","2.3428025468900002","M'Sushi","48.86742243459961","2.3438544185825685","Japanese Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Caffè Stern","48.87093448376744","2.3415949853924087","Italian Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Frenchie Bar A Vins","48.867784831904615","2.347898483276367","Wine Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Il Campionissimo","48.866657592013404","2.3453796952001205","Pizza Place"
"Bourse","Paris","48.8682792225","2.3428025468900002","Night Flight Bar","48.86615947680683","2.344908369651052","Lounge"
"Bourse","Paris","48.8682792225","2.3428025468900002","L'Ivress Sentier","48.868704051885636","2.347624897956848","Wine Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Racines","48.87133138700539","2.341768596143476","French Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Bistrot Victoires","48.86552339307843","2.3403647694601255","Bistro"
"Bourse","Paris","48.8682792225","2.3428025468900002","Clasico Argentino","48.87138237006272","2.341773619517152","Empanada Restaurant"
"Bourse","Paris","48.8682792225","2.3428025468900002","Maisons du Monde","48.871333","2.342413","Furniture / Home Store"
"Bourse","Paris","48.8682792225","2.3428025468900002","Institut National d'Histoire de l'Art (INHA)","48.86667953007215","2.3389864145539194","General College & University"
"Bourse","Paris","48.8682792225","2.3428025468900002","Rivié","48.87018086345369","2.3467473408903707","Hotel Bar"
"Bourse","Paris","48.8682792225","2.3428025468900002","Hôtel Odyssey","48.865080155791944","2.3417756464352446","Hotel"
"Temple","Paris","48.86287238","2.3600009859","Mmmozza","48.86403341736561","2.360807525409116","Sandwich Place"
"Temple","Paris","48.86287238","2.3600009859","Marché des Enfants Rouges","48.862805577255905","2.3619961738586426","Farmers Market"
"Temple","Paris","48.86287238","2.3600009859","Square du Temple","48.86447479436444","2.36081600189209","Park"
"Temple","Paris","48.86287238","2.3600009859","Chez Taeko","48.862733763586455","2.362135982749459","Japanese Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Hôtel Jules & Jim","48.86349582021051","2.3573948716806172","Hotel"
"Temple","Paris","48.86287238","2.3600009859","Chez Alain Miam Miam","48.86278066936393","2.362063870044378","Sandwich Place"
"Temple","Paris","48.86287238","2.3600009859","Les Enfants Rouges","48.863012925486814","2.3612595453403116","Wine Bar"
"Temple","Paris","48.86287238","2.3600009859","Musée de la Chasse et de la Nature","48.86150697040433","2.358624141318566","Museum"
"Temple","Paris","48.86287238","2.3600009859","Strada Café","48.86230315882065","2.3573198598308016","Café"
"Temple","Paris","48.86287238","2.3600009859","Bar de l'Hôtel Jules et Jim","48.86346264663714","2.357393198185953","Hotel Bar"
"Temple","Paris","48.86287238","2.3600009859","SoMa","48.86151090488514","2.3621459089408225","Japanese Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Bontemps","48.86395594363815","2.360725075150604","Dessert Shop"
"Temple","Paris","48.86287238","2.3600009859","Hank Burger","48.86133967718125","2.3583035851275054","Burger Joint"
"Temple","Paris","48.86287238","2.3600009859","Chez Alain Miam Miam","48.862263","2.362007","Sandwich Place"
"Temple","Paris","48.86287238","2.3600009859","Fromagerie Jouannault","48.86294724752955","2.3625297856770335","Cheese Shop"
"Temple","Paris","48.86287238","2.3600009859","Café Charlot","48.86294015930223","2.362579606811839","Bistro"
"Temple","Paris","48.86287238","2.3600009859","The Broken Arm","48.864653","2.361433","Boutique"
"Temple","Paris","48.86287238","2.3600009859","Paris New York","48.863929343514535","2.3627771722952975","Burger Joint"
"Temple","Paris","48.86287238","2.3600009859","Carbón","48.86184374308395","2.3613156075449537","French Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Nanashi","48.8637022130953","2.363025139302343","Japanese Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Traiteur Marocain","48.86292280965422","2.361933498333956","Moroccan Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Galerie Chantal Crousel","48.861424989099646","2.3610854736629103","Art Gallery"
"Temple","Paris","48.86287238","2.3600009859","Empreintes","48.86332340984598","2.362042582425243","Boutique"
"Temple","Paris","48.86287238","2.3600009859","Chez Omar","48.863314283022994","2.3613645136356354","Moroccan Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Le Corossol","48.86271162925393","2.362173465391908","Cajun / Creole Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Le Roi de Pique","48.86337459584866","2.3582987922392618","Café"
"Temple","Paris","48.86287238","2.3600009859","Biglove Caffè","48.86206260694734","2.363556952325989","Italian Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Little Red Door","48.863702712072616","2.3635136711780285","Speakeasy"
"Temple","Paris","48.86287238","2.3600009859","Hank Pizza","48.863737138139925","2.3571989129625903","Pizza Place"
"Temple","Paris","48.86287238","2.3600009859","Breizh Café","48.86063339425433","2.3618003726005554","Creperie"
"Temple","Paris","48.86287238","2.3600009859","Caractère de Cochon","48.86284043646072","2.3623755226198817","Gourmet Shop"
"Temple","Paris","48.86287238","2.3600009859","Dessance","48.8624288996422","2.3594775230595406","Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Wild & the Moon","48.86342560815879","2.3631270881551645","Gluten-free Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Candelaria","48.86303212989039","2.3640589318953125","Cocktail Bar"
"Temple","Paris","48.86287238","2.3600009859","Etat Libre d’Orange","48.862713821635666","2.3597565293312073","Perfume Shop"
"Temple","Paris","48.86287238","2.3600009859","Taing Song-Heng","48.86470055655422","2.3568883433485377","Vietnamese Restaurant"
"Temple","Paris","48.86287238","2.3600009859","L'Îlot","48.864666","2.363317","Seafood Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Tom Greyhound Paris","48.8618397186386","2.362549785290184","Boutique"
"Temple","Paris","48.86287238","2.3600009859","Lily of the Valley","48.86522055747545","2.3619898784439703","Tea Room"
"Temple","Paris","48.86287238","2.3600009859","La Chambre du Marais","48.863678","2.3610718","Hotel"
"Temple","Paris","48.86287238","2.3600009859","0fr.","48.86566387291013","2.361116300360616","Bookstore"
"Temple","Paris","48.86287238","2.3600009859","Hôtel Jacques de Molay","48.86351786058778","2.3609222508711047","Hotel"
"Temple","Paris","48.86287238","2.3600009859","Ob-La-Di","48.86312055419194","2.364058705830601","Coffee Shop"
"Temple","Paris","48.86287238","2.3600009859","L'Estaminet des Enfants Rouges","48.86292456398094","2.361911732955148","French Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Wild & The Moon","48.863879","2.356695","Vegetarian / Vegan Restaurant"
"Temple","Paris","48.86287238","2.3600009859","French Trotters","48.86179145989662","2.3641142537557283","Clothing Store"
"Temple","Paris","48.86287238","2.3600009859","Fondation Café","48.865606","2.361398","Coffee Shop"
"Temple","Paris","48.86287238","2.3600009859","Fermier Gourmet","48.865488777645865","2.3604645323130122","Steakhouse"
"Temple","Paris","48.86287238","2.3600009859","Season","48.86502715974228","2.3627241428196766","Bistro"
"Temple","Paris","48.86287238","2.3600009859","Le Barav","48.86516646209463","2.363154888153076","Wine Bar"
"Temple","Paris","48.86287238","2.3600009859","Jardin des Archives Nationales","48.85992931145873","2.358659505844116","Garden"
"Temple","Paris","48.86287238","2.3600009859","La Briciola","48.86401331411737","2.363934868530701","Pizza Place"
"Temple","Paris","48.86287238","2.3600009859","L'Aller Retour","48.86524712816095","2.363203378474113","French Restaurant"
"Temple","Paris","48.86287238","2.3600009859","La Massara","48.866098081070305","2.3595499992370605","Italian Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Chez Xu","48.86499182940176","2.3570344123977494","Chinese Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Galerie Thaddaeus Ropac","48.86064386441712","2.3637251528436267","Art Gallery"
"Temple","Paris","48.86287238","2.3600009859","Café Pinson","48.8636706789616","2.363101171490506","Vegetarian / Vegan Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Fringe","48.862612","2.364752","Coffee Shop"
"Temple","Paris","48.86287238","2.3600009859","Love Juice Bar","48.863614","2.355505","Juice Bar"
"Temple","Paris","48.86287238","2.3600009859","Gloss'up","48.86355421673374","2.3633300059081064","Cosmetics Shop"
"Temple","Paris","48.86287238","2.3600009859","Amorino","48.863234","2.361753","Ice Cream Shop"
"Temple","Paris","48.86287238","2.3600009859","Les Succulents Cactus","48.86244838950743","2.3646035369103657","Flower Shop"
"Temple","Paris","48.86287238","2.3600009859","Gigi","48.86475296015111","2.363088339700937","Creperie"
"Temple","Paris","48.86287238","2.3600009859","La Ruée Vers L'Orge","48.865600514002516","2.3596465587615967","Beer Bar"
"Temple","Paris","48.86287238","2.3600009859","Chocolaterie Jacques Genin","48.86451657439143","2.364591044083981","Chocolate Shop"
"Temple","Paris","48.86287238","2.3600009859","Le Mary Céleste","48.86174155463238","2.3650123178958893","Cocktail Bar"
"Temple","Paris","48.86287238","2.3600009859","Clasico Argentino","48.86315333892405","2.364161254500203","Argentinian Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Au Bascou","48.865385252957765","2.3574612289667125","French Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Musée Picasso","48.8599046066194","2.362285852432251","Art Museum"
"Temple","Paris","48.86287238","2.3600009859","Hôtel du Petit Moulin","48.86163589342021","2.3621702734891437","Hotel"
"Temple","Paris","48.86287238","2.3600009859","Les Chouettes","48.86434039623826","2.363604464625671","French Restaurant"
"Temple","Paris","48.86287238","2.3600009859","La Perle","48.85999024285714","2.360895","Bistro"
"Temple","Paris","48.86287238","2.3600009859","Archives Nationales","48.859974527434225","2.3571390034171893","Historic Site"
"Temple","Paris","48.86287238","2.3600009859","Weekday","48.861191","2.362854","Clothing Store"
"Temple","Paris","48.86287238","2.3600009859","Café de la Poste","48.86381641307433","2.364745461437896","Bar"
"Temple","Paris","48.86287238","2.3600009859","Laïzé 來座 (Laïzé)","48.863056","2.354953","Bubble Tea Shop"
"Temple","Paris","48.86287238","2.3600009859","Des Gars dans la Cuisine","48.859489775677645","2.3600151504960665","French Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Papier Tigre","48.86229741627892","2.365169482199167","Paper / Office Supplies Store"
"Temple","Paris","48.86287238","2.3600009859","Loustic","48.863793408927776","2.354706672503854","Coffee Shop"
"Temple","Paris","48.86287238","2.3600009859","Galerie Karsten Greve","48.86051678913553","2.363767304692995","Art Gallery"
"Temple","Paris","48.86287238","2.3600009859","Chez Shen","48.864850502143746","2.3555590000024957","Chinese Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Happy Nouilles","48.86444389279362","2.3552942196712867","Noodle House"
"Temple","Paris","48.86287238","2.3600009859","Aesop","48.859189513902145","2.359553834194295","Cosmetics Shop"
"Temple","Paris","48.86287238","2.3600009859","Fulvio","48.86138138448872","2.364511026295121","Italian Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Boot Café","48.861289530249095","2.3652917536188585","Café"
"Temple","Paris","48.86287238","2.3600009859","Ernest & Valentin","48.865431512731405","2.3566765741438243","Bakery"
"Temple","Paris","48.86287238","2.3600009859","Café Crème","48.864942583119074","2.3626585430111193","Café"
"Temple","Paris","48.86287238","2.3600009859","La Rusidda","48.86609262667821","2.3575964574327406","Italian Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Le Carreau","48.865140225368485","2.3629238412123645","Bistro"
"Temple","Paris","48.86287238","2.3600009859","Galerie Emmanuel Perrotin","48.86053830048091","2.3651025942279804","Art Gallery"
"Temple","Paris","48.86287238","2.3600009859","Le Palais des Thés","48.858922841346036","2.359178181942205","Gourmet Shop"
"Temple","Paris","48.86287238","2.3600009859","Le Slip Français","48.861890734094445","2.3642257398159123","Fabric Shop"
"Temple","Paris","48.86287238","2.3600009859","Robert et Louise","48.85914311778442","2.3594878529269567","Steakhouse"
"Temple","Paris","48.86287238","2.3600009859","Rachel's","48.86131782047843","2.364838113285648","Bistro"
"Temple","Paris","48.86287238","2.3600009859","Jardin Anne Frank","48.861537566078425","2.3546680944054037","Garden"
"Temple","Paris","48.86287238","2.3600009859","Popelini","48.862356245964","2.3639878809013566","Pastry Shop"
"Temple","Paris","48.86287238","2.3600009859","Nata Republic","48.86117159622847","2.3561234772205353","Portuguese Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Le Derrière","48.8644695009521","2.3541775345802307","French Restaurant"
"Temple","Paris","48.86287238","2.3600009859","Pink Flamingo","48.86037977369628","2.3616620637300105","Pizza Place"
"Temple","Paris","48.86287238","2.3600009859","Anahi","48.86700227278861","2.3582444160131217","Argentinian Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Rocher du Zoo de Vincennes","48.83352282601677","2.418366280830021","Monument / Landmark"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Bois de Vincennes","48.83201212694841","2.434072494506836","Forest"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Vandermeersch","48.83567034759689","2.4056625366210938","Bakery"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Grande Serre du parc zoologique de Paris","48.83162728152727","2.4160088891601816","Exhibit"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Pelouse de Reuilly","48.83285686032165","2.408453078523382","Park"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Château de Vincennes","48.8428024034655","2.4359607696533203","Castle"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Palais de la Porte Dorée – Musée national de l'Histoire de l'Immigration","48.83487002339725","2.4090357891450678","History Museum"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Le Châlet des Îles Daumesnil","48.83067240004375","2.4134660750917356","French Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Tomo","48.841061020440996","2.4176040065949387","Japanese Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","La Banquette","48.84668336661585","2.420351362159343","French Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Bistrot de Charenton","48.82466843338126","2.4086572028669666","French Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Piscine Roger Le Gall","48.841654667466926","2.413068560692416","Pool"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Parc zoologique de Paris","48.832209875434394","2.418365478515625","Zoo"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Centre sportif Alain Mimoun","48.83897522845462","2.4114990234375","Track"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Le Picotin","48.8434728679814","2.402372427506558","French Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Porte Dorée","48.83528572810055","2.406708855706669","Plaza"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Parc Floral de Paris","48.83685717579158","2.444537412979337","Botanical Garden"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Marché de la Tourelle","48.84646308028514","2.417573428119976","Market"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Bistrot Mademoiselle","48.84897817011688","2.4231202270026113","Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Tamarin","48.845311","2.438471","Thai Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Centre équestre Bayard-UCPA","48.834545755418546","2.4321608085930677","Recreation Center"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Chez Antoine","48.84630671301285","2.429040817078203","Pizza Place"
"Reuilly","Paris","48.8349743815","2.4213249007799997","La Cantine","48.846855427739946","2.427938226109747","French Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Le Chalet du lac de Saint Mandé","48.842702472439214","2.4221483211451647","French Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Le Zèbre Toqué","48.82151987404895","2.4143249033584406","Food Truck"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Kyoto Sushi","48.84811576916519","2.4176888472309495","Japanese Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Faluere Paris Tennis","48.83369566025237","2.440955120963656","Tennis Stadium"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Les Officiers","48.84459595283112","2.440054755313446","Diner"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Picard","48.83793577348789","2.403923324579024","Food & Drink Shop"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Ambassade de Pékin","48.84730685697062","2.417675394774104","Chinese Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Boulangerie la Tradi - Maison Brunet","48.83819183616495","2.3998955753792326","Bakery"
"Reuilly","Paris","48.8349743815","2.4213249007799997","La Tourelle","48.84635863665183","2.418486936225339","Café"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Shinkyo","48.846429","2.419316","Asian Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Pizza cosi","48.835253665387796","2.406674099240607","Pizza Place"
"Reuilly","Paris","48.8349743815","2.4213249007799997","La Table des Troys","48.844628783045145","2.4381885663943446","French Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Sushi Sei","48.84480145165539","2.4374266337156234","Japanese Restaurant"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Chez Gudule","48.844198430114","2.402096026980563","Gastropub"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Hotel Ibis","48.83507871317786","2.4054063856601715","Hotel"
"Reuilly","Paris","48.8349743815","2.4213249007799997","Thaun Kroun","48.848876075911186","2.4219791396976635","Thai Restaurant"
