"Neighborhood","Neighborhood Latitude","Neighborhood Longitude","Venue","Venue Latitude","Venue Longitude","Venue Category"
"Commerce Court, Victoria Hotel","43.6481985","-79.37981690000002","The Keg Steakhouse & Bar","43.649937252985254","-79.38419604942506","Steakhouse"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Canoe","43.647452066183476","-79.38132001815676","Restaurant"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Equinox Bay Street","43.64809974034856","-79.37998869411526","Gym"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","The Fairmont Royal York","43.64544914616651","-79.3815076529019","Hotel"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Walrus Pub & Beer Hall","43.64737470920577","-79.37951515363918","Pub"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","King Taps","43.648475974183","-79.38205778358744","Gastropub"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Maman","43.64830873804684","-79.38225333898805","Café"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Adelaide Club Toronto","43.64927944291712","-79.38192123284551","Gym / Fitness Center"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Pilot Coffee Roasters","43.648835391245896","-79.3809358125033","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Ki Modern Japanese + Bar","43.64710349021134","-79.37938978621831","Japanese Restaurant"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Brick Street Bakery","43.6488151631615","-79.38060468610949","Bakery"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Design Exchange","43.64797219581623","-79.38010382588462","Art Gallery"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Pilot Coffee Roasters","43.64501814464698","-79.3804150931199","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Mos Mos Coffee","43.64815919753501","-79.37874450467258","Café"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Olly Fresco's","43.646912231909276","-79.37959661696463","Deli / Bodega"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Sam James Coffee Bar (SJCB)","43.64788137014028","-79.38433152836829","Café"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Library Bar","43.64550019136729","-79.38160166851243","Hotel Bar"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Starbucks","43.646935797838935","-79.38442766632808","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Pumpernickel's Deli","43.64883150054619","-79.38197006345457","Deli / Bodega"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Earls Kitchen & Bar","43.647923453007955","-79.38378948070567","Bar"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Cactus Club Cafe","43.6495520142626","-79.38167072512041","American Restaurant"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Bymark","43.647217284018005","-79.38125188166379","Restaurant"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","McEwan Foods","43.64716011126396","-79.38104402548048","Deli / Bodega"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Hy's Steakhouse","43.649504756476944","-79.38291850488223","Steakhouse"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Union Pearson Express","43.64436200658875","-79.38319927907953","Train Station"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Hockey Hall Of Fame (Hockey Hall of Fame)","43.646974451431056","-79.37732323942681","Museum"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Pizzeria Libretto","43.64833354686235","-79.38511050184168","Pizza Place"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Roy Thomson Hall","43.6465886970634","-79.38597899374354","Concert Hall"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Starbucks","43.647192603955325","-79.38095685671752","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Starbucks","43.64801445986443","-79.38320575892823","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Dineen @CommerceCourt","43.648250543365556","-79.38012728220869","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","The Keg Steakhouse & Bar","43.649937252985254","-79.38419604942506","Steakhouse"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","DAVIDsTEA","43.646657736285796","-79.37764102856944","Tea Room"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Brookfield Place","43.646790641203026","-79.37876938530562","Shopping Mall"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Indigospirit","43.64834987590252","-79.38034747310336","Bookstore"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Starbucks","43.64602439596348","-79.37960251266739","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Petit Four Bakery","43.647743692587085","-79.37958814250598","Sandwich Place"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Balzac's Coffee","43.644372584148364","-79.38306470027423","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Loose Moose Tap & Grill","43.64528061938072","-79.38396600831251","Sports Bar"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Starbucks","43.646957445443654","-79.37826461143065","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Jack Astor's Bar & Grill","43.645315","-79.383837","American Restaurant"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Union Chicken","43.64491185903613","-79.38232534702786","Fried Chicken Joint"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Starbucks","43.644580752794965","-79.38167197782931","Coffee Shop"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Marché Restaurant","43.64723237089591","-79.37759119081164","Restaurant"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Kelly's Landing","43.64500578241027","-79.3826604817129","Sports Bar"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Dineen Coffee","43.650497","-79.378765","Café"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Soho House Toronto","43.64873430659662","-79.38654117564838","Speakeasy"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Beerbistro","43.64941904378835","-79.37723726034164","Gastropub"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Movenpick Cafe","43.647686808930885","-79.3772953884033","Café"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","John & Sons Oyster House","43.65065642537144","-79.38161285228475","Seafood Restaurant"
"Design Exchange, Toronto Dominion Centre","43.6471768","-79.38157640000001","Tim Hortons","43.646104578197665","-79.38257150352001","Coffee Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Harbourfront","43.639525632239106","-79.38068838052389","Neighborhood"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Roundhouse Park","43.64174513889102","-79.38427882922346","Park"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Lake Ontario","43.6393984463836","-79.37958867466168","Lake"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","BeaverTails","43.63989909345207","-79.380196784021","Bakery"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","iQ Food Co","43.642851","-79.382081","Salad Place"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Longo's Maple Leaf Square","43.64251679604069","-79.38139301653129","Supermarket"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Real Sports Apparel","43.64285984835777","-79.38018363195047","Sporting Goods Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Steam Whistle Brewing","43.641094701528715","-79.3851145645301","Brewery"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Sharetea-Waterfront","43.640175967763966","-79.37960567018246","Bubble Tea Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Harbourfront Centre","43.63855578926675","-79.38319016270458","Performing Arts Venue"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","e11even","43.64242558687748","-79.38144094115985","New American Restaurant"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Taverna Mercatto","43.64262514139939","-79.38325673989138","Italian Restaurant"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Natrel Pond/Rink","43.6384313677662","-79.38252754335107","Skating Rink"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Boxcar Social","43.63831906511549","-79.38246311921247","Café"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Delta Hotels by Marriott Toronto","43.643068947579046","-79.38386499881744","Hotel"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Real Sports Bar & Grill","43.64283099171422","-79.38009454098032","Sports Bar"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Maple Leaf Square","43.64292522840183","-79.38089182467687","Plaza"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Harbour Square Park","43.63925269130776","-79.37839547902978","Park"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Lick It Gelato","43.63925633222479","-79.38464951914256","Ice Cream Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","SOCO Kitchen+Bar","43.64280448399251","-79.38392149415381","Bistro"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","The Power Plant","43.63827200397285","-79.38199390946676","Art Gallery"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Evviva Restaurant","43.64157991761808","-79.38345644030795","Deli / Bodega"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Le Germain Hotel Toronto Maple Leaf Square","43.64312502979691","-79.38091770864038","Hotel"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Pearl Harbourfront","43.63815654013541","-79.38068763743328","Chinese Restaurant"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Aroma Espresso Bar","43.6423209103846","-79.38374932648954","Café"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Miku","43.64125494342613","-79.37737058692055","Japanese Restaurant"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Scotiabank Arena","43.64344617535107","-79.37903988889991","Basketball Stadium"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Ripley's Aquarium of Canada","43.642104321965796","-79.38625159146146","Aquarium"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Air Canada Club","43.643224100030416","-79.37915938219528","Lounge"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Union Pearson Express","43.64436200658875","-79.38319927907953","Train Station"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","PawsWay","43.63859915782706","-79.38499178154079","Event Space"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Fleck Dance Theater","43.638300366812686","-79.3804699399247","Dance Studio"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Corks","43.64249338656422","-79.38154042927468","Bar"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Pie Bar","43.638259","-79.380602","Pizza Place"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Harbour Sixty Steakhouse","43.64222021431867","-79.37794459004243","Steakhouse"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Booster Juice","43.64322536","-79.3812383","Smoothie Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Amsterdam Brewhouse","43.63812210550607","-79.38480300808894","Brewery"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Sky Pod","43.64256148814412","-79.38703777833165","Scenic Lookout"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","CN Tower","43.642535570189125","-79.38718187733883","Monument / Landmark"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Joe Bird","43.6382035241723","-79.38035466343936","Fried Chicken Joint"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Ray Bay","43.642323","-79.38593","Aquarium"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Starbucks","43.643416968242754","-79.38089063422369","Coffee Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Indian Roti House","43.63906038875002","-79.38542224544638","Indian Restaurant"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Balzac's Coffee","43.644372584148364","-79.38306470027423","Coffee Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Pilot Coffee Roasters","43.64501814464698","-79.3804150931199","Coffee Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Lavazza Espression","43.63953746292591","-79.38176322686563","Coffee Shop"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","The Rec Room","43.641109851662456","-79.38676279808568","Bar"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","360 Restaurant","43.642537317144566","-79.38704201569328","Wine Bar"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Panago","43.64251764051932","-79.38359138522554","Pizza Place"
"Harbourfront East, Toronto Islands, Union Station","43.6408157","-79.38175229999997","Toronto Railway Heritage Centre","43.64130010529897","-79.38588431405732","History Museum"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Billy Bishop Toronto City Airport (YTZ) (Billy Bishop Toronto City Airport)","43.631393405281266","-79.39598393419246","Airport"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Porter Lounge","43.63155129675434","-79.39461437110297","Airport Lounge"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Toronto Harbour","43.63304549594827","-79.39648421332333","Harbor / Marina"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Billy Bishop Café","43.63113165872724","-79.39613873448842","Airport Food Court"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Air Canada Check-In Counter","43.631225969080035","-79.3959873701636","Airport Terminal"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Gate 8","43.63153617968721","-79.39456989797382","Airport Gate"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Crew Room","43.63135993598351","-79.39610738952823","Airport Lounge"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Porter Airlines Flight","43.63173361240356","-79.39458203868975","Plane"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Want Passport","43.63148266310702","-79.39607739313684","Boutique"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Porter FBO Limited","43.630717162940016","-79.3986976146698","Airport Terminal"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","HeliTours","43.63070559837703","-79.39876017431267","Airport Service"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","ORNGE - Toronto Air Base","43.63166229946016","-79.39816647981402","Airport Service"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Edward Hanlan Statue","43.62772066806761","-79.38927421473466","Sculpture Garden"
"CN Tower, Bathurst Quay, Island airport, Harbourfront West, King and Spadina, Railway Lands, South Niagara","43.6289467","-79.3944199","Hanlan's Point Ferry","43.62781263197712","-79.38910853273904","Boat or Ferry"
"Central Bay Street","43.6579524","-79.3873826","Jimmy's Coffee","43.65842123574496","-79.38561319551111","Coffee Shop"
"Central Bay Street","43.6579524","-79.3873826","Tim Hortons","43.658569999999976","-79.38512341104502","Coffee Shop"
"Central Bay Street","43.6579524","-79.3873826","Hailed Coffee","43.65883296982352","-79.38368351986598","Coffee Shop"
"Central Bay Street","43.6579524","-79.3873826","The Queen and Beaver Public House","43.65747228208784","-79.38352412327917","Gastropub"
"Central Bay Street","43.6579524","-79.3873826","Bubble Bath & Spa","43.65904951746615","-79.38534357912432","Spa"
"Central Bay Street","43.6579524","-79.3873826","Mercatto","43.660390911898546","-79.38766421192705","Italian Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Starbucks","43.6595874273128","-79.3852515870617","Coffee Shop"
"Central Bay Street","43.6579524","-79.3873826","Sansotei Ramen 三草亭","43.655157467561246","-79.38650067479335","Ramen Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Japango","43.65526771691681","-79.38516506734886","Sushi Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Panago","43.65825817735338","-79.38431282558368","Pizza Place"
"Central Bay Street","43.6579524","-79.3873826","Chatime 日出茶太","43.65554164147378","-79.38468427043244","Bubble Tea Shop"
"Central Bay Street","43.6579524","-79.3873826","Red Lobster","43.656328","-79.383621","Seafood Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Tsujiri","43.65537430780922","-79.38535434742991","Tea Room"
"Central Bay Street","43.6579524","-79.3873826","Textile Museum of Canada","43.65439630500274","-79.38650010906946","Art Museum"
"Central Bay Street","43.6579524","-79.3873826","Banh Mi Boys","43.65918751861582","-79.3821314997463","Sandwich Place"
"Central Bay Street","43.6579524","-79.3873826","The Elm Tree Restaurant","43.65739749535259","-79.38376054171513","Modern European Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Duke's Refresher + Bar","43.65897985683036","-79.38294890507811","Bar"
"Central Bay Street","43.6579524","-79.3873826","Scaddabush Italian Kitchen & Bar","43.658920292028725","-79.38289105381784","Italian Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Uncle Tetsu's Japanese Angel Cafe","43.655001311444025","-79.38689900686445","Café"
"Central Bay Street","43.6579524","-79.3873826","Cafe Plenty","43.65457125894357","-79.38944976536852","Café"
"Central Bay Street","43.6579524","-79.3873826","Barberian's Steak House","43.65775512925926","-79.38217741375935","Steakhouse"
"Central Bay Street","43.6579524","-79.3873826","Kekou Gelato House","43.65609938127313","-79.39271479734887","Ice Cream Shop"
"Central Bay Street","43.6579524","-79.3873826","GB Hand-Pulled Noodles","43.65643422548463","-79.3837827356398","Chinese Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Rolltation","43.65491791857301","-79.3874242454196","Japanese Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Coffee Public","43.66076299149323","-79.38618409033066","Coffee Shop"
"Central Bay Street","43.6579524","-79.3873826","Nando's Flame-Grilled Chicken","43.661617063338966","-79.38609536960354","Portuguese Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Elmwood Spa","43.6577592341367","-79.38258620521141","Spa"
"Central Bay Street","43.6579524","-79.3873826","Salad King","43.65753339935103","-79.38158512115479","Thai Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Silver Snail Comics","43.65703137958407","-79.38140310220501","Comic Shop"
"Central Bay Street","43.6579524","-79.3873826","Vegetarian Haven","43.656016028357094","-79.3927577742003","Vegetarian / Vegan Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Doner Kebab House","43.658871627084466","-79.382107526143","Falafel Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Bubble Republic Tea House 奶茶黨部","43.656707495984975","-79.38416470657434","Bubble Tea Shop"
"Central Bay Street","43.6579524","-79.3873826","College Park Area","43.65975136823981","-79.38491112965691","Park"
"Central Bay Street","43.6579524","-79.3873826","The Yoga Sanctuary","43.661499497597596","-79.38363613350754","Yoga Studio"
"Central Bay Street","43.6579524","-79.3873826","Poke Guys","43.65489527525682","-79.38505238381624","Hawaiian Restaurant"
"Central Bay Street","43.6579524","-79.3873826","MUJI","43.656024","-79.383284","Miscellaneous Shop"
"Central Bay Street","43.6579524","-79.3873826","Jimmy's Coffee","43.65582710322224","-79.39204216888555","Café"
"Central Bay Street","43.6579524","-79.3873826","Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake)","43.65606287245643","-79.38369472446465","Dessert Shop"
"Central Bay Street","43.6579524","-79.3873826","The Library Specialty Coffee","43.654497","-79.389723","Coffee Shop"
"Central Bay Street","43.6579524","-79.3873826","Starbucks (MaRS)","43.65924242382561","-79.39075008253937","Coffee Shop"
"Central Bay Street","43.6579524","-79.3873826","JOEY","43.6560936540828","-79.38187792357716","American Restaurant"
"Central Bay Street","43.6579524","-79.3873826","Marshalls","43.65961244544049","-79.382501033805","Department Store"
"Central Bay Street","43.6579524","-79.3873826","The Black Canary Espresso Bar","43.65702925121356","-79.38138512728051","Café"
"Central Bay Street","43.6579524","-79.3873826","Chatime 日出茶太","43.66110718944032","-79.38298852788093","Bubble Tea Shop"
"Central Bay Street","43.6579524","-79.3873826","Butter Baker","43.65566927096165","-79.3842978108375","Bakery"
"Central Bay Street","43.6579524","-79.3873826","Dollarama","43.660298617008216","-79.38479755075703","Discount Store"
"Central Bay Street","43.6579524","-79.3873826","Five Guys","43.65710635305761","-79.38130606340378","Burger Joint"
"Central Bay Street","43.6579524","-79.3873826","T.L.P. Sandwich Co.","43.657714229476575","-79.38248025957003","Sandwich Place"
"Central Bay Street","43.6579524","-79.3873826","Fran's","43.661255320138636","-79.38389304122866","Diner"
"Central Bay Street","43.6579524","-79.3873826","W Burger Bar","43.66133100835633","-79.3835570768382","Burger Joint"
"Berczy Park","43.6447708","-79.3733064","LCBO","43.64294379917171","-79.37243989044406","Liquor Store"
"Berczy Park","43.6447708","-79.3733064","The Keg Steakhouse + Bar","43.64667637593993","-79.37482154865866","Steakhouse"
"Berczy Park","43.6447708","-79.3733064","Sony Centre for the Performing Arts","43.646292124205594","-79.37602179505662","Concert Hall"
"Berczy Park","43.6447708","-79.3733064","Hockey Hall Of Fame (Hockey Hall of Fame)","43.646974451431056","-79.37732323942681","Museum"
"Berczy Park","43.6447708","-79.3733064","Sukhothai","43.64848710249909","-79.37454735245633","Thai Restaurant"
"Berczy Park","43.6447708","-79.3733064","D.W. Alexander","43.64833304339161","-79.3738261420116","Cocktail Bar"
"Berczy Park","43.6447708","-79.3733064","St. Lawrence Market (South Building)","43.64877797631841","-79.37163741282026","Farmers Market"
"Berczy Park","43.6447708","-79.3733064","Bier Markt Esplanade","43.64723602476138","-79.37389161769812","Belgian Restaurant"
"Berczy Park","43.6447708","-79.3733064","C'est What","43.64846662325689","-79.37337717995771","Beer Bar"
"Berczy Park","43.6447708","-79.3733064","St. Lawrence Market (North Building)","43.64879290161719","-79.37194535820687","Farmers Market"
"Berczy Park","43.6447708","-79.3733064","Berczy Park","43.64804835388851","-79.3751722909452","Park"
"Berczy Park","43.6447708","-79.3733064","Buster's Sea Cove","43.6484950904393","-79.37146231793892","Seafood Restaurant"
"Berczy Park","43.6447708","-79.3733064","Pravda Vodka Bar","43.64851553067474","-79.37473231149953","Cocktail Bar"
"Berczy Park","43.6447708","-79.3733064","DAVIDsTEA","43.646657736285796","-79.37764102856944","Tea Room"
"Berczy Park","43.6447708","-79.3733064","Biff's Bistro","43.647084825125084","-79.37634231908494","French Restaurant"
"Berczy Park","43.6447708","-79.3733064","Scotiabank Arena","43.64344617535107","-79.37903988889991","Basketball Stadium"
"Berczy Park","43.6447708","-79.3733064","Market Street Catch","43.64850142396483","-79.3718080237409","Seafood Restaurant"
"Berczy Park","43.6447708","-79.3733064","Goose Island Brewhouse","43.64724561043755","-79.37351006717824","Beer Bar"
"Berczy Park","43.6447708","-79.3733064","The Reservoir Lounge","43.64851659851552","-79.37455623391588","Jazz Club"
"Berczy Park","43.6447708","-79.3733064","The Old Spaghetti Factory","43.64696445846655","-79.37440258334287","Italian Restaurant"
"Berczy Park","43.6447708","-79.3733064","Balzac's Coffee","43.64845650131932","-79.37178993724407","Café"
"Berczy Park","43.6447708","-79.3733064","Winners","43.64783261972919","-79.37469972141052","Clothing Store"
"Berczy Park","43.6447708","-79.3733064","Alexandro's World Famous Gyros","43.6416627086796","-79.3752137736969","Greek Restaurant"
"Berczy Park","43.6447708","-79.3733064","St. Urbain Bagel","43.64861083503254","-79.37149723554923","Bagel Shop"
"Berczy Park","43.6447708","-79.3733064","FARMR Eatery & Catering","43.648399444195235","-79.37025707961766","Bistro"
"Berczy Park","43.6447708","-79.3733064","Seafront Fish Market","43.6484785341064","-79.37148942972523","Fish Market"
"Berczy Park","43.6447708","-79.3733064","Marché Restaurant","43.64723237089591","-79.37759119081164","Restaurant"
"Berczy Park","43.6447708","-79.3733064","Movenpick Cafe","43.647686808930885","-79.3772953884033","Café"
"Berczy Park","43.6447708","-79.3733064","The Works","43.648645933753464","-79.37391037245796","Burger Joint"
"Berczy Park","43.6447708","-79.3733064","Stonemill Bread","43.648668221542096","-79.37160962302049","Bakery"
"Berczy Park","43.6447708","-79.3733064","Carousel Bakery","43.6487072781773","-79.37158005127563","Bakery"
"Berczy Park","43.6447708","-79.3733064","Loaded Pierogi","43.647965","-79.373427","Comfort Food Restaurant"
"Berczy Park","43.6447708","-79.3733064","CC Lounge","43.64791735425827","-79.37451991085871","Cocktail Bar"
"Berczy Park","43.6447708","-79.3733064","Dog Fountain","43.64799795147863","-79.37536096948996","Fountain"
"Berczy Park","43.6447708","-79.3733064","Harbour Sixty Steakhouse","43.64222021431867","-79.37794459004243","Steakhouse"
"Berczy Park","43.6447708","-79.3733064","St. Lawrence Market Plaza","43.64916860422451","-79.37232987433548","Art Gallery"
"Berczy Park","43.6447708","-79.3733064","Beauty Boutique by Shoppers Drug Mart","43.64765318245337","-79.3708236331755","Cosmetics Shop"
"Berczy Park","43.6447708","-79.3733064","Crepe It Up!","43.64873614340388","-79.37162306748482","Creperie"
"Berczy Park","43.6447708","-79.3733064","Garrison Bespoke","43.648102","-79.376334","Tailor Shop"
"Berczy Park","43.6447708","-79.3733064","Sugar Beach","43.643379816203485","-79.36744155499679","Beach"
"Berczy Park","43.6447708","-79.3733064","Scheffler's Deli","43.648643353516086","-79.37153681663685","Cheese Shop"
"Berczy Park","43.6447708","-79.3733064","Flatiron & Firkin","43.64847973229253","-79.37410856644016","Pub"
"Berczy Park","43.6447708","-79.3733064","Starbucks","43.646957445443654","-79.37826461143065","Coffee Shop"
"Berczy Park","43.6447708","-79.3733064","The Westin Harbour Castle, Toronto","43.64121139206991","-79.37574863433838","Hotel"
"Berczy Park","43.6447708","-79.3733064","Olympic Cheese","43.64870154739154","-79.37154069441475","Cheese Shop"
